id,book_eng,chapter,verse,bible_eng
19078001,Psalms,78,1,"Give ear, O my people, to my law: incline your ears to the words of my mouth."
19078002,Psalms,78,2,I will open my mouth in a parable: I will utter dark sayings of old:
19078003,Psalms,78,3,"Which we have heard and known, and our fathers have told us."
19078004,Psalms,78,4,"We will not hide them from their children, shewing to the generation to come the praises of the LORD, and his strength, and his wonderful works that he hath done."
19078005,Psalms,78,5,"For he established a testimony in Jacob, and appointed a law in Israel, which he commanded our fathers, that they should make them known to their children:"
19078006,Psalms,78,6,"That the generation to come might know them, even the children which should be born; who should arise and declare them to their children:"
19078007,Psalms,78,7,"That they might set their hope in God, and not forget the works of God, but keep his commandments:"
19078008,Psalms,78,8,"And might not be as their fathers, a stubborn and rebellious generation; a generation that set not their heart aright, and whose spirit was not stedfast with God."
19078009,Psalms,78,9,"The children of Ephraim, being armed, and carrying bows, turned back in the day of battle."
19078010,Psalms,78,10,"They kept not the covenant of God, and refused to walk in his law;"
19078011,Psalms,78,11,"And forgat his works, and his wonders that he had shewed them."
19078012,Psalms,78,12,"Marvellous things did he in the sight of their fathers, in the land of Egypt, in the field of Zoan."
19078013,Psalms,78,13,"He divided the sea, and caused them to pass through; and he made the waters to stand as an heap."
19078014,Psalms,78,14,"In the daytime also he led them with a cloud, and all the night with a light of fire."
19078015,Psalms,78,15,"He clave the rocks in the wilderness, and gave them drink as out of the great depths."
19078016,Psalms,78,16,"He brought streams also out of the rock, and caused waters to run down like rivers."
19078017,Psalms,78,17,And they sinned yet more against him by provoking the most High in the wilderness.
19078018,Psalms,78,18,And they tempted God in their heart by asking meat for their lust.
19078019,Psalms,78,19,"Yea, they spake against God; they said, Can God furnish a table in the wilderness?"
19078020,Psalms,78,20,"Behold, he smote the rock, that the waters gushed out, and the streams overflowed; can he give bread also? can he provide flesh for his people?"
19078021,Psalms,78,21,"Therefore the LORD heard this, and was wroth: so a fire was kindled against Jacob, and anger also came up against Israel;"
19078022,Psalms,78,22,"Because they believed not in God, and trusted not in his salvation:"
19078023,Psalms,78,23,"Though he had commanded the clouds from above, and opened the doors of heaven,"
19078024,Psalms,78,24,"And had rained down manna upon them to eat, and had given them of the corn of heaven."
19078025,Psalms,78,25,Man did eat angels' food: he sent them meat to the full.
19078026,Psalms,78,26,He caused an east wind to blow in the heaven: and by his power he brought in the south wind.
19078027,Psalms,78,27,"He rained flesh also upon them as dust, and feathered fowls like as the sand of the sea:"
19078028,Psalms,78,28,"And he let it fall in the midst of their camp, round about their habitations."
19078029,Psalms,78,29,"So they did eat, and were well filled: for he gave them their own desire;"
19078030,Psalms,78,30,"They were not estranged from their lust. But while their meat was yet in their mouths,"
19078031,Psalms,78,31,"The wrath of God came upon them, and slew the fattest of them, and smote down the chosen men of Israel."
19078032,Psalms,78,32,"For all this they sinned still, and believed not for his wondrous works."
19078033,Psalms,78,33,"Therefore their days did he consume in vanity, and their years in trouble."
19078034,Psalms,78,34,"When he slew them, then they sought him: and they returned and enquired early after God."
19078035,Psalms,78,35,"And they remembered that God was their rock, and the high God their redeemer."
19078036,Psalms,78,36,"Nevertheless they did flatter him with their mouth, and they lied unto him with their tongues."
19078037,Psalms,78,37,"For their heart was not right with him, neither were they stedfast in his covenant."
19078038,Psalms,78,38,"But he, being full of compassion, forgave their iniquity, and destroyed them not: yea, many a time turned he his anger away, and did not stir up all his wrath."
19078039,Psalms,78,39,"For he remembered that they were but flesh; a wind that passeth away, and cometh not again."
19078040,Psalms,78,40,"How oft did they provoke him in the wilderness, and grieve him in the desert!"
19078041,Psalms,78,41,"Yea, they turned back and tempted God, and limited the Holy One of Israel."
19078042,Psalms,78,42,"They remembered not his hand, nor the day when he delivered them from the enemy."
19078043,Psalms,78,43,"How he had wrought his signs in Egypt, and his wonders in the field of Zoan."
19078044,Psalms,78,44,"And had turned their rivers into blood; and their floods, that they could not drink."
19078045,Psalms,78,45,"He sent divers sorts of flies among them, which devoured them; and frogs, which destroyed them."
19078046,Psalms,78,46,"He gave also their increase unto the caterpiller, and their labour unto the locust."
19078047,Psalms,78,47,"He destroyed their vines with hail, and their sycomore trees with frost."
19078048,Psalms,78,48,"He gave up their cattle also to the hail, and their flocks to hot thunderbolts."
19078049,Psalms,78,49,"He cast upon them the fierceness of his anger, wrath, and indignation, and trouble, by sending evil angels among them."
19078050,Psalms,78,50,"He made a way to his anger; he spared not their soul from death, but gave their life over to the pestilence;"
19078051,Psalms,78,51,And smote all the firstborn in Egypt; the chief of their strength in the tabernacles of Ham:
19078052,Psalms,78,52,"But made his own people to go forth like sheep, and guided them in the wilderness like a flock."
19078053,Psalms,78,53,"And he led them on safely, so that they feared not: but the sea overwhelmed their enemies."
19078054,Psalms,78,54,"And he brought them to the border of his sanctuary, even to this mountain, which his right hand had purchased."
19078055,Psalms,78,55,"He cast out the heathen also before them, and divided them an inheritance by line, and made the tribes of Israel to dwell in their tents."
19078056,Psalms,78,56,"Yet they tempted and provoked the most high God, and kept not his testimonies:"
19078057,Psalms,78,57,"But turned back, and dealt unfaithfully like their fathers: they were turned aside like a deceitful bow."
19078058,Psalms,78,58,"For they provoked him to anger with their high places, and moved him to jealousy with their graven images."
19078059,Psalms,78,59,"When God heard this, he was wroth, and greatly abhorred Israel:"
19078060,Psalms,78,60,"So that he forsook the tabernacle of Shiloh, the tent which he placed among men;"
19078061,Psalms,78,61,"And delivered his strength into captivity, and his glory into the enemy's hand."
19078062,Psalms,78,62,He gave his people over also unto the sword; and was wroth with his inheritance.
19078063,Psalms,78,63,The fire consumed their young men; and their maidens were not given to marriage.
19078064,Psalms,78,64,Their priests fell by the sword; and their widows made no lamentation.
19078065,Psalms,78,65,"Then the LORD awaked as one out of sleep, and like a mighty man that shouteth by reason of wine."
19078066,Psalms,78,66,And he smote his enemies in the hinder parts: he put them to a perpetual reproach.
19078067,Psalms,78,67,"Moreover he refused the tabernacle of Joseph, and chose not the tribe of Ephraim:"
19078068,Psalms,78,68,"But chose the tribe of Judah, the mount Zion which he loved."
19078069,Psalms,78,69,"And he built his sanctuary like high palaces, like the earth which he hath established for ever."
19078070,Psalms,78,70,"He chose David also his servant, and took him from the sheepfolds:"
19078071,Psalms,78,71,"From following the ewes great with young he brought him to feed Jacob his people, and Israel his inheritance."
19078072,Psalms,78,72,So he fed them according to the integrity of his heart; and guided them by the skilfulness of his hands.
19079001,Psalms,79,1,"O god, the heathen are come into thine inheritance; thy holy temple have they defiled; they have laid Jerusalem on heaps."
19079002,Psalms,79,2,"The dead bodies of thy servants have they given to be meat unto the fowls of the heaven, the flesh of thy saints unto the beasts of the earth."
19079003,Psalms,79,3,Their blood have they shed like water round about Jerusalem; and there was none to bury them.
19079004,Psalms,79,4,"We are become a reproach to our neighbours, a scorn and derision to them that are round about us."
19079005,Psalms,79,5,"How long, LORD? wilt thou be angry for ever? shall thy jealousy burn like fire?"
19079006,Psalms,79,6,"Pour out thy wrath upon the heathen that have not known thee, and upon the kingdoms that have not called upon thy name."
19079007,Psalms,79,7,"For they have devoured Jacob, and laid waste his dwelling place."
19079008,Psalms,79,8,O remember not against us former iniquities: let thy tender mercies speedily prevent us: for we are brought very low.
19079009,Psalms,79,9,"Help us, O God of our salvation, for the glory of thy name: and deliver us, and purge away our sins, for thy name's sake."
19079010,Psalms,79,10,"Wherefore should the heathen say, Where is their God? let him be known among the heathen in our sight by the revenging of the blood of thy servants which is shed."
19079011,Psalms,79,11,Let the sighing of the prisoner come before thee; according to the greatness of thy power preserve thou those that are appointed to die;
19079012,Psalms,79,12,"And render unto our neighbours sevenfold into their bosom their reproach, wherewith they have reproached thee, O Lord."
19079013,Psalms,79,13,So we thy people and sheep of thy pasture will give thee thanks for ever: we will shew forth thy praise to all generations.
19080001,Psalms,80,1,"Give ear, O Shepherd of Israel, thou that leadest Joseph like a flock; thou that dwellest between the cherubims, shine forth."
19080002,Psalms,80,2,"Before Ephraim and Benjamin and Manasseh stir up thy strength, and come and save us."
19080003,Psalms,80,3,"Turn us again, O God, and cause thy face to shine; and we shall be saved."
19080004,Psalms,80,4,"O LORD God of hosts, how long wilt thou be angry against the prayer of thy people?"
19080005,Psalms,80,5,Thou feedest them with the bread of tears; and givest them tears to drink in great measure.
19080006,Psalms,80,6,Thou makest us a strife unto our neighbours: and our enemies laugh among themselves.
19080007,Psalms,80,7,"Turn us again, O God of hosts, and cause thy face to shine; and we shall be saved."
19080008,Psalms,80,8,"Thou hast brought a vine out of Egypt: thou hast cast out the heathen, and planted it."
19080009,Psalms,80,9,"Thou preparedst room before it, and didst cause it to take deep root, and it filled the land."
19080010,Psalms,80,10,"The hills were covered with the shadow of it, and the boughs thereof were like the goodly cedars."
19080011,Psalms,80,11,"She sent out her boughs unto the sea, and her branches unto the river."
19080012,Psalms,80,12,"Why hast thou then broken down her hedges, so that all they which pass by the way do pluck her?"
19080013,Psalms,80,13,"The boar out of the wood doth waste it, and the wild beast of the field doth devour it."
19080014,Psalms,80,14,"Return, we beseech thee, O God of hosts: look down from heaven, and behold, and visit this vine;"
19080015,Psalms,80,15,"And the vineyard which thy right hand hath planted, and the branch that thou madest strong for thyself."
19080016,Psalms,80,16,"It is burned with fire, it is cut down: they perish at the rebuke of thy countenance."
19080017,Psalms,80,17,"Let thy hand be upon the man of thy right hand, upon the son of man whom thou madest strong for thyself."
19080018,Psalms,80,18,"So will not we go back from thee: quicken us, and we will call upon thy name."
19080019,Psalms,80,19,"Turn us again, O LORD God of hosts, cause thy face to shine; and we shall be saved."
19081001,Psalms,81,1,Sing aloud unto God our strength: make a joyful noise unto the God of Jacob.
19081002,Psalms,81,2,"Take a psalm, and bring hither the timbrel, the pleasant harp with the psaltery."
19081003,Psalms,81,3,"Blow up the trumpet in the new moon, in the time appointed, on our solemn feast day."
19081004,Psalms,81,4,"For this was a statute for Israel, and a law of the God of Jacob."
19081005,Psalms,81,5,"This he ordained in Joseph for a testimony, when he went out through the land of Egypt: where I heard a language that I understood not."
19081006,Psalms,81,6,I removed his shoulder from the burden: his hands were delivered from the pots.
19081007,Psalms,81,7,"Thou calledst in trouble, and I delivered thee; I answered thee in the secret place of thunder: I proved thee at the waters of Meribah. Selah."
19081008,Psalms,81,8,"Hear, O my people, and I will testify unto thee: O Israel, if thou wilt hearken unto me;"
19081009,Psalms,81,9,There shall no strange god be in thee; neither shalt thou worship any strange god.
19081010,Psalms,81,10,"I am the LORD thy God, which brought thee out of the land of Egypt: open thy mouth wide, and I will fill it."
19081011,Psalms,81,11,But my people would not hearken to my voice; and Israel would none of me.
19081012,Psalms,81,12,So I gave them up unto their own hearts' lust: and they walked in their own counsels.
19081013,Psalms,81,13,"Oh that my people had hearkened unto me, and Israel had walked in my ways!"
19081014,Psalms,81,14,"I should soon have subdued their enemies, and turned my hand against their adversaries."
19081015,Psalms,81,15,The haters of the LORD should have submitted themselves unto him: but their time should have endured for ever.
19081016,Psalms,81,16,He should have fed them also with the finest of the wheat: and with honey out of the rock should I have satisfied thee.
19082001,Psalms,82,1,God standeth in the congregation of the mighty; he judgeth among the gods.
19082002,Psalms,82,2,"How long will ye judge unjustly, and accept the persons of the wicked? Selah."
19082003,Psalms,82,3,Defend the poor and fatherless: do justice to the afflicted and needy.
19082004,Psalms,82,4,Deliver the poor and needy: rid them out of the hand of the wicked.
19082005,Psalms,82,5,"They know not, neither will they understand; they walk on in darkness: all the foundations of the earth are out of course."
19082006,Psalms,82,6,"I have said, Ye are gods; and all of you are children of the most High."
19082007,Psalms,82,7,"But ye shall die like men, and fall like one of the princes."
19082008,Psalms,82,8,"Arise, O God, judge the earth: for thou shalt inherit all nations."
19083001,Psalms,83,1,"Keep not thou silence, O God: hold not thy peace, and be not still, O God."
19083002,Psalms,83,2,"For, lo, thine enemies make a tumult: and they that hate thee have lifted up the head."
19083003,Psalms,83,3,"They have taken crafty counsel against thy people, and consulted against thy hidden ones."
19083004,Psalms,83,4,"They have said, Come, and let us cut them off from being a nation; that the name of Israel may be no more in remembrance."
19083005,Psalms,83,5,For they have consulted together with one consent: they are confederate against thee:
19083006,Psalms,83,6,"The tabernacles of Edom, and the Ishmaelites; of Moab, and the Hagarenes;"
19083007,Psalms,83,7,"Gebal, and Ammon, and Amalek; the Philistines with the inhabitants of Tyre;"
19083008,Psalms,83,8,Assur also is joined with them: they have holpen the children of Lot. Selah.
19083009,Psalms,83,9,"Do unto them as unto the Midianites; as to Sisera, as to Jabin, at the brook of Kison:"
19083010,Psalms,83,10,Which perished at Endor: they became as dung for the earth.
19083011,Psalms,83,11,"Make their nobles like Oreb, and like Zeeb: yea, all their princes as Zebah, and as Zalmunna:"
19083012,Psalms,83,12,"Who said, Let us take to ourselves the houses of God in possession."
19083013,Psalms,83,13,"O my God, make them like a wheel; as the stubble before the wind."
19083014,Psalms,83,14,"As the fire burneth a wood, and as the flame setteth the mountains on fire;"
19083015,Psalms,83,15,"So persecute them with thy tempest, and make them afraid with thy storm."
19083016,Psalms,83,16,"Fill their faces with shame; that they may seek thy name, O LORD."
19083017,Psalms,83,17,"Let them be confounded and troubled for ever; yea, let them be put to shame, and perish:"
19083018,Psalms,83,18,"That men may know that thou, whose name alone is JEHOVAH, art the most high over all the earth."
19084001,Psalms,84,1,"How amiable are thy tabernacles, O LORD of hosts!"
19084002,Psalms,84,2,"My soul longeth, yea, even fainteth for the courts of the LORD: my heart and my flesh crieth out for the living God."
19084003,Psalms,84,3,"Yea, the sparrow hath found an house, and the swallow a nest for herself, where she may lay her young, even thine altars, O LORD of hosts, my King, and my God."
19084004,Psalms,84,4,Blessed are they that dwell in thy house: they will be still praising thee. Selah.
19084005,Psalms,84,5,Blessed is the man whose strength is in thee; in whose heart are the ways of them.
19084006,Psalms,84,6,Who passing through the valley of Baca make it a well; the rain also filleth the pools.
19084007,Psalms,84,7,"They go from strength to strength, every one of them in Zion appeareth before God."
19084008,Psalms,84,8,"O LORD God of hosts, hear my prayer: give ear, O God of Jacob. Selah."
19084009,Psalms,84,9,"Behold, O God our shield, and look upon the face of thine anointed."
19084010,Psalms,84,10,"For a day in thy courts is better than a thousand. I had rather be a doorkeeper in the house of my God, than to dwell in the tents of wickedness."
19084011,Psalms,84,11,For the LORD God is a sun and shield: the LORD will give grace and glory: no good thing will he withhold from them that walk uprightly.
19084012,Psalms,84,12,"O LORD of hosts, blessed is the man that trusteth in thee."
19085001,Psalms,85,1,"Lord, thou hast been favourable unto thy land: thou hast brought back the captivity of Jacob."
19085002,Psalms,85,2,"Thou hast forgiven the iniquity of thy people, thou hast covered all their sin. Selah."
19085003,Psalms,85,3,Thou hast taken away all thy wrath: thou hast turned thyself from the fierceness of thine anger.
19085004,Psalms,85,4,"Turn us, O God of our salvation, and cause thine anger toward us to cease."
19085005,Psalms,85,5,Wilt thou be angry with us for ever? wilt thou draw out thine anger to all generations?
19085006,Psalms,85,6,Wilt thou not revive us again: that thy people may rejoice in thee?
19085007,Psalms,85,7,"Shew us thy mercy, O LORD, and grant us thy salvation."
19085008,Psalms,85,8,"I will hear what God the LORD will speak: for he will speak peace unto his people, and to his saints: but let them not turn again to folly."
19085009,Psalms,85,9,Surely his salvation is nigh them that fear him; that glory may dwell in our land.
19085010,Psalms,85,10,Mercy and truth are met together; righteousness and peace have kissed each other.
19085011,Psalms,85,11,Truth shall spring out of the earth; and righteousness shall look down from heaven.
19085012,Psalms,85,12,"Yea, the LORD shall give that which is good; and our land shall yield her increase."
19085013,Psalms,85,13,Righteousness shall go before him; and shall set us in the way of his steps.
19086001,Psalms,86,1,"Bow down thine ear, O LORD, hear me: for I am poor and needy."
19086002,Psalms,86,2,"Preserve my soul; for I am holy: O thou my God, save thy servant that trusteth in thee."
19086003,Psalms,86,3,"Be merciful unto me, O Lord: for I cry unto thee daily."
19086004,Psalms,86,4,"Rejoice the soul of thy servant: for unto thee, O Lord, do I lift up my soul."
19086005,Psalms,86,5,"For thou, Lord, art good, and ready to forgive; and plenteous in mercy unto all them that call upon thee."
19086006,Psalms,86,6,"Give ear, O LORD, unto my prayer; and attend to the voice of my supplications."
19086007,Psalms,86,7,In the day of my trouble I will call upon thee: for thou wilt answer me.
19086008,Psalms,86,8,"Among the gods there is none like unto thee, O Lord; neither are there any works like unto thy works."
19086009,Psalms,86,9,"All nations whom thou hast made shall come and worship before thee, O Lord; and shall glorify thy name."
19086010,Psalms,86,10,"For thou art great, and doest wondrous things: thou art God alone."
19086011,Psalms,86,11,"Teach me thy way, O LORD; I will walk in thy truth: unite my heart to fear thy name."
19086012,Psalms,86,12,"I will praise thee, O Lord my God, with all my heart: and I will glorify thy name for evermore."
19086013,Psalms,86,13,For great is thy mercy toward me: and thou hast delivered my soul from the lowest hell.
19086014,Psalms,86,14,"O God, the proud are risen against me, and the assemblies of violent men have sought after my soul; and have not set thee before them."
19086015,Psalms,86,15,"But thou, O Lord, art a God full of compassion, and gracious, longsuffering, and plenteous in mercy and truth."
19086016,Psalms,86,16,"O turn unto me, and have mercy upon me; give thy strength unto thy servant, and save the son of thine handmaid."
19086017,Psalms,86,17,"Shew me a token for good; that they which hate me may see it, and be ashamed: because thou, LORD, hast holpen me, and comforted me."
19087001,Psalms,87,1,His foundation is in the holy mountains.
19087002,Psalms,87,2,The LORD loveth the gates of Zion more than all the dwellings of Jacob.
19087003,Psalms,87,3,"Glorious things are spoken of thee, O city of God. Selah."
19087004,Psalms,87,4,"I will make mention of Rahab and Babylon to them that know me: behold Philistia, and Tyre, with Ethiopia; this man was born there."
19087005,Psalms,87,5,"And of Zion it shall be said, This and that man was born in her: and the highest himself shall establish her."
19087006,Psalms,87,6,"The LORD shall count, when he writeth up the people, that this man was born there. Selah."
19087007,Psalms,87,7,As well the singers as the players on instruments shall be there: all my springs are in thee.
19088001,Psalms,88,1,"O lord God of my salvation, I have cried day and night before thee:"
19088002,Psalms,88,2,Let my prayer come before thee: incline thine ear unto my cry;
19088003,Psalms,88,3,For my soul is full of troubles: and my life draweth nigh unto the grave.
19088004,Psalms,88,4,I am counted with them that go down into the pit: I am as a man that hath no strength:
19088005,Psalms,88,5,"Free among the dead, like the slain that lie in the grave, whom thou rememberest no more: and they are cut off from thy hand."
19088006,Psalms,88,6,"Thou hast laid me in the lowest pit, in darkness, in the deeps."
19088007,Psalms,88,7,"Thy wrath lieth hard upon me, and thou hast afflicted me with all thy waves. Selah."
19088008,Psalms,88,8,"Thou hast put away mine acquaintance far from me; thou hast made me an abomination unto them: I am shut up, and I cannot come forth."
19088009,Psalms,88,9,"Mine eye mourneth by reason of affliction: LORD, I have called daily upon thee, I have stretched out my hands unto thee."
19088010,Psalms,88,10,Wilt thou shew wonders to the dead? shall the dead arise and praise thee? Selah.
19088011,Psalms,88,11,Shall thy lovingkindness be declared in the grave? or thy faithfulness in destruction?
19088012,Psalms,88,12,Shall thy wonders be known in the dark? and thy righteousness in the land of forgetfulness?
19088013,Psalms,88,13,"But unto thee have I cried, O LORD; and in the morning shall my prayer prevent thee."
19088014,Psalms,88,14,"LORD, why castest thou off my soul? why hidest thou thy face from me?"
19088015,Psalms,88,15,I am afflicted and ready to die from my youth up: while I suffer thy terrors I am distracted.
19088016,Psalms,88,16,Thy fierce wrath goeth over me; thy terrors have cut me off.
19088017,Psalms,88,17,They came round about me daily like water; they compassed me about together.
19088018,Psalms,88,18,"Lover and friend hast thou put far from me, and mine acquaintance into darkness."
19089001,Psalms,89,1,I will sing of the mercies of the LORD for ever: with my mouth will I make known thy faithfulness to all generations.
19089002,Psalms,89,2,"For I have said, Mercy shall be built up for ever: thy faithfulness shalt thou establish in the very heavens."
19089003,Psalms,89,3,"I have made a covenant with my chosen, I have sworn unto David my servant,"
19089004,Psalms,89,4,"Thy seed will I establish for ever, and build up thy throne to all generations. Selah."
19089005,Psalms,89,5,"And the heavens shall praise thy wonders, O LORD: thy faithfulness also in the congregation of the saints."
19089006,Psalms,89,6,For who in the heaven can be compared unto the LORD? who among the sons of the mighty can be likened unto the LORD?
19089007,Psalms,89,7,"God is greatly to be feared in the assembly of the saints, and to be had in reverence of all them that are about him."
19089008,Psalms,89,8,"O LORD God of hosts, who is a strong LORD like unto thee? or to thy faithfulness round about thee?"
19089009,Psalms,89,9,"Thou rulest the raging of the sea: when the waves thereof arise, thou stillest them."
19089010,Psalms,89,10,"Thou hast broken Rahab in pieces, as one that is slain; thou hast scattered thine enemies with thy strong arm."
19089011,Psalms,89,11,"The heavens are thine, the earth also is thine: as for the world and the fulness thereof, thou hast founded them."
19089012,Psalms,89,12,The north and the south thou hast created them: Tabor and Hermon shall rejoice in thy name.
19089013,Psalms,89,13,"Thou hast a mighty arm: strong is thy hand, and high is thy right hand."
19089014,Psalms,89,14,Justice and judgment are the habitation of thy throne: mercy and truth shall go before thy face.
19089015,Psalms,89,15,"Blessed is the people that know the joyful sound: they shall walk, O LORD, in the light of thy countenance."
19089016,Psalms,89,16,In thy name shall they rejoice all the day: and in thy righteousness shall they be exalted.
19089017,Psalms,89,17,For thou art the glory of their strength: and in thy favour our horn shall be exalted.
19089018,Psalms,89,18,For the LORD is our defence; and the Holy One of Israel is our king.
19089019,Psalms,89,19,"Then thou spakest in vision to thy holy one, and saidst, I have laid help upon one that is mighty; I have exalted one chosen out of the people."
19089020,Psalms,89,20,I have found David my servant; with my holy oil have I anointed him:
19089021,Psalms,89,21,With whom my hand shall be established: mine arm also shall strengthen him.
19089022,Psalms,89,22,The enemy shall not exact upon him; nor the son of wickedness afflict him.
19089023,Psalms,89,23,"And I will beat down his foes before his face, and plague them that hate him."
19089024,Psalms,89,24,But my faithfulness and my mercy shall be with him: and in my name shall his horn be exalted.
19089025,Psalms,89,25,"I will set his hand also in the sea, and his right hand in the rivers."
19089026,Psalms,89,26,"He shall cry unto me, Thou art my father, my God, and the rock of my salvation."
19089027,Psalms,89,27,"Also I will make him my firstborn, higher than the kings of the earth."
19089028,Psalms,89,28,"My mercy will I keep for him for evermore, and my covenant shall stand fast with him."
19089029,Psalms,89,29,"His seed also will I make to endure for ever, and his throne as the days of heaven."
19089030,Psalms,89,30,"If his children forsake my law, and walk not in my judgments;"
19089031,Psalms,89,31,"If they break my statutes, and keep not my commandments;"
19089032,Psalms,89,32,"Then will I visit their transgression with the rod, and their iniquity with stripes."
19089033,Psalms,89,33,"Nevertheless my lovingkindness will I not utterly take from him, nor suffer my faithfulness to fail."
19089034,Psalms,89,34,"My covenant will I not break, nor alter the thing that is gone out of my lips."
19089035,Psalms,89,35,Once have I sworn by my holiness that I will not lie unto David.
19089036,Psalms,89,36,"His seed shall endure for ever, and his throne as the sun before me."
19089037,Psalms,89,37,"It shall be established for ever as the moon, and as a faithful witness in heaven. Selah."
19089038,Psalms,89,38,"But thou hast cast off and abhorred, thou hast been wroth with thine anointed."
19089039,Psalms,89,39,Thou hast made void the covenant of thy servant: thou hast profaned his crown by casting it to the ground.
19089040,Psalms,89,40,Thou hast broken down all his hedges; thou hast brought his strong holds to ruin.
19089041,Psalms,89,41,All that pass by the way spoil him: he is a reproach to his neighbours.
19089042,Psalms,89,42,Thou hast set up the right hand of his adversaries; thou hast made all his enemies to rejoice.
19089043,Psalms,89,43,"Thou hast also turned the edge of his sword, and hast not made him to stand in the battle."
19089044,Psalms,89,44,"Thou hast made his glory to cease, and cast his throne down to the ground."
19089045,Psalms,89,45,The days of his youth hast thou shortened: thou hast covered him with shame. Selah.
19089046,Psalms,89,46,"How long, LORD? wilt thou hide thyself for ever? shall thy wrath burn like fire?"
19089047,Psalms,89,47,Remember how short my time is: wherefore hast thou made all men in vain?
19089048,Psalms,89,48,"What man is he that liveth, and shall not see death? shall he deliver his soul from the hand of the grave? Selah."
19089049,Psalms,89,49,"Lord, where are thy former lovingkindnesses, which thou swarest unto David in thy truth?"
19089050,Psalms,89,50,"Remember, Lord, the reproach of thy servants; how I do bear in my bosom the reproach of all the mighty people;"
19089051,Psalms,89,51,"Wherewith thine enemies have reproached, O LORD; wherewith they have reproached the footsteps of thine anointed."
19089052,Psalms,89,52,"Blessed be the LORD for evermore. Amen, and Amen."
19090001,Psalms,90,1,"Lord, thou hast been our dwelling place in all generations."
19090002,Psalms,90,2,"Before the mountains were brought forth, or ever thou hadst formed the earth and the world, even from everlasting to everlasting, thou art God."
19090003,Psalms,90,3,"Thou turnest man to destruction; and sayest, Return, ye children of men."
19090004,Psalms,90,4,"For a thousand years in thy sight are but as yesterday when it is past, and as a watch in the night."
19090005,Psalms,90,5,Thou carriest them away as with a flood; they are as a sleep: in the morning they are like grass which groweth up.
19090006,Psalms,90,6,"In the morning it flourisheth, and groweth up; in the evening it is cut down, and withereth."
19090007,Psalms,90,7,"For we are consumed by thine anger, and by thy wrath are we troubled."
19090008,Psalms,90,8,"Thou hast set our iniquities before thee, our secret sins in the light of thy countenance."
19090009,Psalms,90,9,For all our days are passed away in thy wrath: we spend our years as a tale that is told.
19090010,Psalms,90,10,"The days of our years are threescore years and ten; and if by reason of strength they be fourscore years, yet is their strength labour and sorrow; for it is soon cut off, and we fly away."
19090011,Psalms,90,11,"Who knoweth the power of thine anger? even according to thy fear, so is thy wrath."
19090012,Psalms,90,12,"So teach us to number our days, that we may apply our hearts unto wisdom."
19090013,Psalms,90,13,"Return, O LORD, how long? and let it repent thee concerning thy servants."
19090014,Psalms,90,14,O satisfy us early with thy mercy; that we may rejoice and be glad all our days.
19090015,Psalms,90,15,"Make us glad according to the days wherein thou hast afflicted us, and the years wherein we have seen evil."
19090016,Psalms,90,16,"Let thy work appear unto thy servants, and thy glory unto their children."
19090017,Psalms,90,17,"And let the beauty of the LORD our God be upon us: and establish thou the work of our hands upon us; yea, the work of our hands establish thou it."
19091001,Psalms,91,1,He that dwelleth in the secret place of the most High shall abide under the shadow of the Almighty.
19091002,Psalms,91,2,"I will say of the LORD, He is my refuge and my fortress: my God; in him will I trust."
19091003,Psalms,91,3,"Surely he shall deliver thee from the snare of the fowler, and from the noisome pestilence."
19091004,Psalms,91,4,"He shall cover thee with his feathers, and under his wings shalt thou trust: his truth shall be thy shield and buckler."
19091005,Psalms,91,5,Thou shalt not be afraid for the terror by night; nor for the arrow that flieth by day;
19091006,Psalms,91,6,Nor for the pestilence that walketh in darkness; nor for the destruction that wasteth at noonday.
19091007,Psalms,91,7,"A thousand shall fall at thy side, and ten thousand at thy right hand; but it shall not come nigh thee."
19091008,Psalms,91,8,Only with thine eyes shalt thou behold and see the reward of the wicked.
19091009,Psalms,91,9,"Because thou hast made the LORD, which is my refuge, even the most High, thy habitation;"
19091010,Psalms,91,10,"There shall no evil befall thee, neither shall any plague come nigh thy dwelling."
19091011,Psalms,91,11,"For he shall give his angels charge over thee, to keep thee in all thy ways."
19091012,Psalms,91,12,"They shall bear thee up in their hands, lest thou dash thy foot against a stone."
19091013,Psalms,91,13,Thou shalt tread upon the lion and adder: the young lion and the dragon shalt thou trample under feet.
19091014,Psalms,91,14,"Because he hath set his love upon me, therefore will I deliver him: I will set him on high, because he hath known my name."
19091015,Psalms,91,15,"He shall call upon me, and I will answer him: I will be with him in trouble; I will deliver him, and honour him."
19091016,Psalms,91,16,"With long life will I satisfy him, and shew him my salvation."
19092001,Psalms,92,1,"IT IS A GOOD THING TO GIVE THANKS UNTO THE LORD, AND TO SING PRAISES UNTO THY NAME, O MOST HIGH:"
19092002,Psalms,92,2,"To shew forth thy lovingkindness in the morning, and thy faithfulness every night,"
19092003,Psalms,92,3,"Upon an instrument of ten strings, and upon the psaltery; upon the harp with a solemn sound."
19092004,Psalms,92,4,"For thou, LORD, hast made me glad through thy work: I will triumph in the works of thy hands."
19092005,Psalms,92,5,"O LORD, how great are thy works! and thy thoughts are very deep."
19092006,Psalms,92,6,A brutish man knoweth not; neither doth a fool understand this.
19092007,Psalms,92,7,"When the wicked spring as the grass, and when all the workers of iniquity do flourish; it is that they shall be destroyed for ever:"
