id,book_th,chapter,verse,bible_th
43006025,ยอห์น,6,25,"ครั้นเขาได้พบพระองค์ที่ฝั่งทะเลข้างโน้นแล้ว เขาทั้งหลายทูลพระองค์ว่า ""รับบี ท่านมาที่นี่เมื่อไร"""
43006026,ยอห์น,6,26,"พระเยซูตรัสตอบเขาว่า ""เราบอกความจริงแก่ท่านทั้งหลายว่า ท่านทั้งหลายตามหาเรามิใช่เพราะได้เห็นการอัศจรรย์นั้น แต่เพราะได้กินขนมปังอิ่ม"
43006027,ยอห์น,6,27,"อย่าขวนขวายหาอาหารที่ย่อมเสื่อมสูญไป แต่จงหาอาหารที่ดำรงอยู่ถึงชีวิตนิรันดร์ซึ่งบุตรมนุษย์จะให้แก่ท่าน เพราะพระเจ้าคือพระบิดาได้ทรงประทับตรามอบอำนาจแก่พระบุตรแล้ว"""
43006028,ยอห์น,6,28,"แล้วเขาทั้งหลายก็ทูลพระองค์ว่า ""ข้าพเจ้าทั้งหลายจะต้องทำประการใด จึงจะทำงานของพระเจ้าได้"""
43006029,ยอห์น,6,29,"พระเยซูตรัสตอบเขาว่า ""งานของพระเจ้านั้นคือการที่ท่านเชื่อในท่านที่พระองค์ทรงใช้มานั้น"""
43006030,ยอห์น,6,30,"เขาทั้งหลายจึงทูลพระองค์ว่า ""ถ้าเช่นนั้น ท่านจะกระทำหมายสำคัญอะไร เพื่อข้าพเจ้าทั้งหลายจะเห็นและเชื่อในท่าน ท่านจะกระทำการอะไรบ้าง"
43006031,ยอห์น,6,31,"บรรพบุรุษของข้าพเจ้าทั้งหลายได้กินมานาในถิ่นทุรกันดารนั้น ตามที่มีคำเขียนไว้ว่า `ท่านได้ให้เขากินอาหารจากสวรรค์'"""
43006032,ยอห์น,6,32,"พระเยซูจึงตรัสกับเขาว่า ""เราบอกความจริงแก่ท่านทั้งหลายว่า มิใช่โมเสสที่ให้อาหารจากสวรรค์นั้นแก่ท่าน แต่พระบิดาของเราประทานอาหารแท้ซึ่งมาจากสวรรค์ให้แก่ท่านทั้งหลาย"
43006033,ยอห์น,6,33,"เพราะว่าอาหารของพระเจ้านั้น คือท่านที่ลงมาจากสวรรค์ และประทานชีวิตให้แก่โลก"""
43006034,ยอห์น,6,34,"เขาทั้งหลายจึงทูลพระองค์ว่า ""พระองค์เจ้าข้า โปรดให้อาหารนั้นแก่ข้าพเจ้าทั้งหลายเสมอไปเถิด"""
43006035,ยอห์น,6,35,"พระเยซูตรัสกับเขาว่า ""เราเป็นอาหารแห่งชีวิต ผู้ที่มาหาเราจะไม่หิวอีก และผู้ที่เชื่อในเราจะไม่กระหายอีกเลย"
43006036,ยอห์น,6,36,แต่เราได้บอกท่านทั้งหลายแล้วว่า ท่านได้เห็นเราแล้วแต่ก็ไม่เชื่อ
43006037,ยอห์น,6,37,สารพัดที่พระบิดาทรงประทานแก่เราจะมาสู่เรา และผู้ที่มาหาเรา เราก็จะไม่ทิ้งเขาเลย
43006038,ยอห์น,6,38,เพราะว่าเราได้ลงมาจากสวรรค์ มิใช่เพื่อกระทำตามความประสงค์ของเราเอง แต่เพื่อกระทำตามพระประสงค์ของพระองค์ผู้ทรงใช้เรามา
43006039,ยอห์น,6,39,และพระประสงค์ของพระบิดาผู้ทรงใช้เรามานั้น ก็คือให้เรารักษาบรรดาผู้ที่พระองค์ได้ทรงมอบไว้กับเรา มิให้หายไปสักคนเดียว แต่ให้ฟื้นขึ้นมาในวันที่สุด
43006040,ยอห์น,6,40,"เพราะนี่แหละเป็นพระประสงค์ของผู้ที่ทรงใช้เรามานั้น ที่จะให้ทุกคนที่เห็นพระบุตร และเชื่อในพระบุตรได้มีชีวิตนิรันดร์ และเราจะให้ผู้นั้นฟื้นขึ้นมาในวันสุดท้าย"""
43006041,ยอห์น,6,41,"พวกยิวจึงบ่นพึมพำกันเรื่องพระองค์เพราะพระองค์ตรัสว่า ""เราเป็นอาหารซึ่งลงมาจากสวรรค์"""
43006042,ยอห์น,6,42,"เขาทั้งหลายว่า ""คนนี้เป็นเยซูลูกชายของโยเซฟมิใช่หรือ พ่อแม่ของเขาเราก็รู้จัก เหตุใดคนนี้จึงพูดว่า `เราได้ลงมาจากสวรรค์'"""
43006043,ยอห์น,6,43,"พระเยซูจึงตรัสตอบเขาเหล่านั้นว่า ""อย่าบ่นกันเลย"
43006044,ยอห์น,6,44,ไม่มีผู้ใดมาถึงเราได้นอกจากพระบิดาผู้ทรงใช้เรามาจะทรงชักนำให้เขามา และเราจะให้ผู้นั้นฟื้นขึ้นมาในวันสุดท้าย
43006045,ยอห์น,6,45,มีคำเขียนไว้ในคัมภีร์ศาสดาพยากรณ์ว่า `ทุกคนจะเรียนรู้จากพระเจ้า' เหตุฉะนั้นทุกคนที่ได้ยินได้ฟัง และได้เรียนรู้จากพระบิดาก็มาถึงเรา
43006046,ยอห์น,6,46,ไม่มีผู้ใดได้เห็นพระบิดา นอกจากท่านที่มาจากพระเจ้า ท่านนั้นแหละได้เห็นพระบิดาแล้ว
43006047,ยอห์น,6,47,เราบอกความจริงแก่ท่านทั้งหลายว่า ผู้ที่เชื่อในเราก็มีชีวิตนิรันดร์
43006048,ยอห์น,6,48,เราเป็นอาหารแห่งชีวิตนั้น
43006049,ยอห์น,6,49,บรรพบุรุษของท่านทั้งหลายได้กินมานาในถิ่นทุรกันดารและสิ้นชีวิต
43006050,ยอห์น,6,50,แต่นี่เป็นอาหารที่ลงมาจากสวรรค์ เพื่อให้ผู้ที่ได้กินแล้วไม่ตาย
43006051,ยอห์น,6,51,"เราเป็นอาหารที่ธำรงชีวิตซึ่งลงมาจากสวรรค์ ถ้าผู้ใดกินอาหารนี้ ผู้นั้นจะมีชีวิตนิรันดร์ และอาหารที่เราจะให้เพื่อเป็นชีวิตของโลกนั้นก็คือเนื้อของเรา"""
43006052,ยอห์น,6,52,"แล้วพวกยิวก็ทุ่มเถียงกันว่า ""ผู้นี้จะเอาเนื้อของเขาให้เรากินได้อย่างไร"""
43006053,ยอห์น,6,53,"พระเยซูจึงตรัสกับเขาว่า ""เราบอกความจริงแก่ท่านทั้งหลายว่า ถ้าท่านไม่กินเนื้อและดื่มโลหิตของบุตรมนุษย์ ท่านก็ไม่มีชีวิตในตัวท่าน"
43006054,ยอห์น,6,54,ผู้ที่กินเนื้อและดื่มโลหิตของเราก็มีชีวิตนิรันดร์ และเราจะให้ผู้นั้นฟื้นขึ้นมาในวันสุดท้าย
43006055,ยอห์น,6,55,เพราะว่าเนื้อของเราเป็นอาหารแท้และโลหิตของเราก็เป็นของดื่มแท้
43006056,ยอห์น,6,56,ผู้ที่กินเนื้อและดื่มโลหิตของเรา ผู้นั้นก็อยู่ในเราและเราอยู่ในเขา
43006057,ยอห์น,6,57,พระบิดาผู้ทรงดำรงพระชนม์ได้ทรงใช้เรามาและเรามีชีวิตเพราะพระบิดานั้นฉันใด ผู้ที่กินเรา ผู้นั้นก็จะมีชีวิตเพราะเราฉันนั้น
43006058,ยอห์น,6,58,"นี่แหละเป็นอาหารซึ่งลงมาจากสวรรค์ ไม่เหมือนกับมานาที่พวกบรรพบุรุษของท่านได้กินและสิ้นชีวิต ผู้ที่กินอาหารนี้จะมีชีวิตนิรันดร์"""
43006059,ยอห์น,6,59,คำเหล่านี้พระองค์ได้ตรัสในธรรมศาลา ขณะที่พระองค์ทรงสั่งสอนอยู่ที่เมืองคาเปอรนาอุม
43006060,ยอห์น,6,60,"ดังนั้นเมื่อเหล่าสาวกของพระองค์หลายคนได้ฟังเช่นนั้นก็พูดว่า ""ถ้อยคำเหล่านี้ยากนัก ใครจะฟังได้"""
43006061,ยอห์น,6,61,"เมื่อพระเยซูทรงทราบเองว่าเหล่าสาวกของพระองค์บ่นถึงเรื่องนั้น พระองค์จึงตรัสกับเขาว่า ""เรื่องนี้ทำให้ท่านทั้งหลายลำบากใจหรือ"
43006062,ยอห์น,6,62,ถ้าท่านจะได้เห็นบุตรมนุษย์เสด็จขึ้นไปยังที่ที่ท่านอยู่แต่ก่อนนั้น ท่านจะว่าอย่างไร
43006063,ยอห์น,6,63,จิตวิญญาณเป็นที่ให้มีชีวิต ส่วนเนื้อหนังไม่มีประโยชน์อันใด ถ้อยคำซึ่งเราได้กล่าวกับท่านทั้งหลายนั้น เป็นจิตวิญญาณและเป็นชีวิต
43006064,ยอห์น,6,64,"แต่ในพวกท่านมีบางคนที่ไม่เชื่อ"" เพราะพระเยซูทรงทราบแต่แรกว่าผู้ใดไม่เชื่อ และเป็นผู้ใดที่จะทรยศพระองค์ไว้"
43006065,ยอห์น,6,65,"และพระองค์ตรัสว่า ""เหตุฉะนั้นเราจึงได้บอกท่านทั้งหลายว่า `ไม่มีผู้ใดจะมาถึงเราได้ นอกจากพระบิดาของเราจะทรงโปรดประทานให้ผู้นั้น'"""
43006066,ยอห์น,6,66,ตั้งแต่นั้นมาสาวกของพระองค์หลายคนก็ท้อถอยไม่ติดตามพระองค์อีกต่อไป
43006067,ยอห์น,6,67,"พระเยซูตรัสกับสิบสองคนนั้นว่า ""ท่านทั้งหลายก็จะจากเราไปด้วยหรือ"""
43006068,ยอห์น,6,68,"ซีโมนเปโตรทูลตอบพระองค์ว่า ""พระองค์เจ้าข้า พวกข้าพระองค์จะจากไปหาผู้ใดเล่า พระองค์มีถ้อยคำซึ่งให้มีชีวิตนิรันดร์"
43006069,ยอห์น,6,69,"และข้าพระองค์ทั้งหลายก็เชื่อและแน่ใจแล้วว่า พระองค์ทรงเป็นพระคริสต์พระบุตรของพระเจ้าผู้ทรงดำรงพระชนม์"""
43006070,ยอห์น,6,70,"พระเยซูตรัสตอบเขาว่า ""เราเลือกพวกท่านสิบสองคนมิใช่หรือ และคนหนึ่งในพวกท่านเป็นมารร้าย"""
43006071,ยอห์น,6,71,พระองค์ทรงหมายถึงยูดาสอิสคาริโอทบุตรชายซีโมน เพราะว่าเขาเป็นผู้ที่จะทรยศพระองค์ไว้ คือคนหนึ่งในอัครสาวกสิบสองคน
43007001,ยอห์น,7,1,ภายหลังเหตุการณ์เหล่านี้พระเยซูก็ได้เสด็จไปในแคว้นกาลิลี ด้วยว่าพระองค์ไม่ประสงค์ที่จะเสด็จไปในแคว้นยูเดีย เพราะพวกยิวหาโอกาสที่จะฆ่าพระองค์
43007002,ยอห์น,7,2,ขณะนั้นใกล้จะถึงเทศกาลอยู่เพิงของพวกยิวแล้ว
43007003,ยอห์น,7,3,"พวกน้องๆของพระองค์จึงทูลพระองค์ว่า ""จงออกจากที่นี่ไปยังแคว้นยูเดีย เพื่อเหล่าสาวกของท่านจะได้เห็นกิจการที่ท่านกระทำ"
43007004,ยอห์น,7,4,"เพราะว่าไม่มีผู้ใดทำสิ่งใดลับๆ เมื่อผู้นั้นเองอยากให้ตัวปรากฏ ถ้าท่านกระทำการเหล่านี้ก็จงสำแดงตัวให้ปรากฏแก่โลกเถิด"""
43007005,ยอห์น,7,5,แม้พวกน้องๆของพระองค์ก็มิได้เชื่อในพระองค์
43007006,ยอห์น,7,6,"พระเยซูตรัสกับพวกเขาว่า ""ยังไม่ถึงเวลาของเรา แต่เวลาของพวกท่านมีอยู่เสมอ"
43007007,ยอห์น,7,7,โลกจะเกลียดชังพวกท่านไม่ได้ แต่โลกเกลียดชังเรา เพราะเราเป็นพยานว่าการงานของโลกนั้นชั่ว
43007008,ยอห์น,7,8,"พวกท่านจงขึ้นไปในเทศกาลนั้นเถิด เราจะยังไม่ขึ้นไปในเทศกาลนั้น เพราะว่ายังไม่ถึงกำหนดเวลาของเรา"""
43007009,ยอห์น,7,9,เมื่อพระองค์ตรัสเช่นนั้นแก่เขาแล้ว พระองค์ก็ยังประทับอยู่ในแคว้นกาลิลี
43007010,ยอห์น,7,10,แต่เมื่อพวกน้องๆของพระองค์ขึ้นไปในเทศกาลนั้นแล้ว พระองค์ก็เสด็จตามขึ้นไปด้วย แต่ไปอย่างลับๆ ไม่เปิดเผย
43007011,ยอห์น,7,11,"พวกยิวจึงมองหาพระองค์ในเทศกาลนั้นและถามว่า ""คนนั้นอยู่ที่ไหน"""
43007012,ยอห์น,7,12,"และประชาชนก็ซุบซิบกันถึงพระองค์เป็นอันมาก บางคนว่า ""เขาเป็นคนดี"" คนอื่นๆว่า ""มิใช่ แต่เขาหลอกลวงประชาชนต่างหาก"""
43007013,ยอห์น,7,13,แต่ไม่มีผู้ใดอาจพูดถึงพระองค์อย่างเปิดเผย เพราะกลัวพวกยิว
43007014,ยอห์น,7,14,ครั้นถึงวันกลางเทศกาลนั้น พระเยซูได้เสด็จขึ้นไปในพระวิหารและทรงสั่งสอน
43007015,ยอห์น,7,15,"พวกยิวคิดประหลาดใจและพูดว่า ""คนนี้จะรู้ข้อความเหล่านี้ได้อย่างไร ในเมื่อไม่เคยเรียนเลย"""
43007016,ยอห์น,7,16,"พระเยซูจึงตรัสตอบเขาว่า ""คำสอนของเราไม่ใช่ของเราเอง แต่เป็นของพระองค์ผู้ทรงใช้เรามา"
43007017,ยอห์น,7,17,ถ้าผู้ใดตั้งใจประพฤติตามพระประสงค์ของพระองค์ ผู้นั้นก็จะรู้ว่าคำสอนนั้นมาจากพระเจ้า หรือว่าเราพูดตามใจชอบของเราเอง
43007018,ยอห์น,7,18,ผู้ใดที่พูดตามใจชอบของตนเอง ผู้นั้นย่อมแสวงเกียรติสำหรับตนเอง แต่ผู้ที่แสวงเกียรติให้พระองค์ผู้ทรงใช้ตนมา ผู้นั้นแหละเป็นคนจริง ไม่มีอธรรมอยู่ในเขาเลย
43007019,ยอห์น,7,19,"โมเสสได้ให้พระราชบัญญัติแก่ท่านทั้งหลายมิใช่หรือ และไม่มีผู้ใดในพวกท่านประพฤติตามพระราชบัญญัตินั้น ท่านทั้งหลายหาโอกาสที่จะฆ่าเราทำไม"""
43007020,ยอห์น,7,20,"คนเหล่านั้นตอบว่า ""ท่านมีผีสิงอยู่ ใครเล่าหาโอกาสจะฆ่าท่าน"""
43007021,ยอห์น,7,21,"พระเยซูตรัสตอบเขาว่า ""เราได้ทำสิ่งหนึ่งและท่านทั้งหลายประหลาดใจ"
43007022,ยอห์น,7,22,โมเสสได้ให้ท่านทั้งหลายเข้าสุหนัต (มิใช่ได้มาจากโมเสส แต่มาจากบรรพบุรุษ) และในวันสะบาโตท่านทั้งหลายก็ยังให้คนเข้าสุหนัต
43007023,ยอห์น,7,23,ถ้าในวันสะบาโตคนยังเข้าสุหนัต เพื่อมิให้ละเมิดพระราชบัญญัติของโมเสสแล้ว ท่านทั้งหลายจะโกรธเรา เพราะเราทำให้ชายผู้หนึ่งหายโรคเป็นปกติในวันสะบาโตหรือ
43007024,ยอห์น,7,24,"อย่าตัดสินตามที่เห็นภายนอก แต่จงตัดสินตามชอบธรรมเถิด"""
43007025,ยอห์น,7,25,"เพราะฉะนั้นชาวกรุงเยรูซาเล็มบางคนจึงพูดว่า ""คนนี้มิใช่หรือที่เขาหาโอกาสจะฆ่าเสีย"
43007026,ยอห์น,7,26,แต่ดูเถิด ท่านกำลังพูดอย่างกล้าหาญและเขาทั้งหลายก็ไม่ได้ว่าอะไรท่านเลย พวกขุนนางรู้แน่แล้วหรือว่า คนนี้เป็นพระคริสต์แท้
43007027,ยอห์น,7,27,"แต่เรารู้ว่าคนนี้มาจากไหน แต่เมื่อพระคริสต์เสด็จมานั้น จะไม่มีผู้ใดรู้เลยว่า พระองค์มาจากไหน"""
43007028,ยอห์น,7,28,"ดังนั้นพระเยซูจึงทรงประกาศขณะที่ทรงสั่งสอนอยู่ในพระวิหารว่า ""ท่านทั้งหลายรู้จักเรา และรู้ว่าเรามาจากไหน แต่เรามิได้มาตามลำพังเราเอง แต่พระองค์ผู้ทรงใช้เรามานั้นทรงสัตย์จริง แต่ท่านทั้งหลายไม่รู้จักพระองค์"
43007029,ยอห์น,7,29,"แต่เรารู้จักพระองค์เพราะเรามาจากพระองค์และพระองค์ได้ทรงใช้เรามา"""
43007030,ยอห์น,7,30,เขาทั้งหลายจึงหาโอกาสที่จะจับพระองค์ แต่ไม่มีผู้ใดยื่นมือแตะต้องพระองค์ เพราะยังไม่ถึงกำหนดเวลาของพระองค์
43007031,ยอห์น,7,31,"และมีหลายคนในหมู่ประชาชนนั้นได้เชื่อในพระองค์และพูดว่า ""เมื่อพระคริสต์เสด็จมานั้น พระองค์จะทรงกระทำอัศจรรย์มากยิ่งกว่าที่ผู้นี้ได้กระทำหรือ"""
43007032,ยอห์น,7,32,เมื่อพวกฟาริสีได้ยินประชาชนซุบซิบกันเรื่องพระองค์อย่างนั้น พวกฟาริสีกับพวกปุโรหิตใหญ่จึงได้ใช้เจ้าหน้าที่ไปจับพระองค์
43007033,ยอห์น,7,33,"พระเยซูจึงตรัสกับเขาทั้งหลายว่า ""เราจะอยู่กับท่านทั้งหลายอีกหน่อยหนึ่ง แล้วจะกลับไปหาพระองค์ผู้ทรงใช้เรามา"
43007034,ยอห์น,7,34,"ท่านทั้งหลายจะแสวงหาเราแต่จะไม่พบเรา และที่ซึ่งเราอยู่นั้นท่านจะไปไม่ได้"""
43007035,ยอห์น,7,35,"พวกยิวจึงพูดกันว่า ""คนนี้จะไปไหน ที่เราจะหาเขาไม่พบ เขาจะไปหาคนที่กระจัดกระจายไปอยู่ในหมู่พวกต่างชาติและสั่งสอนพวกต่างชาติหรือ"
43007036,ยอห์น,7,36,"เขาหมายความว่าอย่างไรที่พูดว่า `ท่านทั้งหลายจะแสวงหาเราแต่จะไม่พบเรา' และ `ที่ซึ่งเราอยู่นั้นท่านจะไปไม่ได้'"""
43007037,ยอห์น,7,37,"ในวันที่สุดท้ายของเทศกาลซึ่งเป็นวันใหญ่นั้น พระเยซูทรงยืนและประกาศว่า ""ถ้าผู้ใดกระหาย ผู้นั้นจงมาหาเราและดื่ม"
43007038,ยอห์น,7,38,"ผู้ที่เชื่อในเรา ตามที่พระคัมภีร์ได้กล่าวไว้แล้วว่า `แม่น้ำที่มีน้ำประกอบด้วยชีวิตจะไหลออกมาจากภายในผู้นั้น'"""
43007039,ยอห์น,7,39,(สิ่งที่พระองค์ตรัสนั้นหมายถึงพระวิญญาณซึ่งผู้ที่เชื่อในพระองค์จะได้รับ เหตุว่ายังไม่ได้ประทานพระวิญญาณบริสุทธิ์ให้ เพราะพระเยซูยังมิได้รับสง่าราศี)
43007040,ยอห์น,7,40,"เมื่อประชาชนได้ฟังดังนั้น หลายคนจึงพูดว่า ""แท้จริง ท่านผู้นี้เป็นศาสดาพยากรณ์นั้น"""
43007041,ยอห์น,7,41,"คนอื่นๆก็พูดว่า ""ท่านผู้นี้เป็นพระคริสต์"" แต่บางคนพูดว่า ""พระคริสต์จะมาจากกาลิลีหรือ"
43007042,ยอห์น,7,42,"พระคัมภีร์กล่าวไว้มิใช่หรือว่า พระคริสต์จะมาจากเชื้อสายของดาวิด และมาจากหมู่บ้านเบธเลเฮ็มซึ่งดาวิดเคยอยู่นั้น"""
43007043,ยอห์น,7,43,เหตุฉะนั้นประชาชนจึงมีความเห็นแตกแยกกันในเรื่องพระองค์
43007044,ยอห์น,7,44,บางคนใคร่จะจับพระองค์ แต่ไม่มีผู้ใดยื่นมือแตะต้องพระองค์เลย
43007045,ยอห์น,7,45,"เจ้าหน้าที่จึงกลับไปหาพวกปุโรหิตใหญ่และพวกฟาริสี และพวกนั้นกล่าวกับเจ้าหน้าที่ว่า ""ทำไมเจ้าจึงไม่จับเขามา"""
43007046,ยอห์น,7,46,"เจ้าหน้าที่ตอบว่า ""ไม่เคยมีผู้ใดพูดเหมือนคนนั้นเลย"""
43007047,ยอห์น,7,47,"พวกฟาริสีตอบเขาว่า ""พวกเจ้าถูกหลอกไปด้วยแล้วหรือ"
43007048,ยอห์น,7,48,มีผู้ใดในพวกขุนนางหรือพวกฟาริสีเชื่อในผู้นั้นหรือ
43007049,ยอห์น,7,49,"แต่ประชาชนหมู่นี้ที่ไม่รู้พระราชบัญญัติก็ต้องถูกสาปแช่งอยู่แล้ว"""
43007050,ยอห์น,7,50,นิโคเดมัส (ผู้ที่ได้มาหาพระเยซูในเวลากลางคืนนั้น และเป็นคนหนึ่งในพวกเขา) ได้กล่าวแก่พวกเขาว่า
43007051,ยอห์น,7,51,"""พระราชบัญญัติของเราตัดสินคนใดโดยที่ยังไม่ได้ฟังเขาก่อน และรู้ว่าเขาได้ทำอะไรบ้างหรือ"""
43007052,ยอห์น,7,52,"เขาทั้งหลายตอบนิโคเดมัสว่า ""ท่านมาจากกาลิลีด้วยหรือ จงค้นหาดูเถิด เพราะว่าไม่มีศาสดาพยากรณ์เกิดขึ้นมาจากกาลิลี"""
43007053,ยอห์น,7,53,ต่างคนต่างกลับไปบ้านของตน
43008001,ยอห์น,8,1,แต่พระเยซูเสด็จไปยังภูเขามะกอกเทศ
43008002,ยอห์น,8,2,ในตอนเช้าตรู่พระองค์เสด็จเข้าในพระวิหารอีก และคนทั้งหลายพากันมาหาพระองค์ พระองค์ก็ประทับนั่งและสั่งสอนเขา
43008003,ยอห์น,8,3,พวกธรรมาจารย์และพวกฟาริสีได้พาผู้หญิงคนหนึ่งมาหาพระองค์ หญิงผู้นี้ถูกจับฐานล่วงประเวณี และเมื่อเขาให้หญิงผู้นี้ยืนอยู่ท่ามกลางฝูงชน
43008004,ยอห์น,8,4,"เขาทูลพระองค์ว่า ""พระอาจารย์เจ้าข้า หญิงคนนี้ถูกจับเมื่อกำลังล่วงประเวณีอยู่"
43008005,ยอห์น,8,5,"ในพระราชบัญญัตินั้นโมเสสสั่งให้เราเอาหินขว้างคนเช่นนี้ให้ตาย ส่วนท่านจะว่าอย่างไรในเรื่องนี้"""
43008006,ยอห์น,8,6,เขาพูดอย่างนี้เพื่อทดลองพระองค์ หวังจะหาเหตุฟ้องพระองค์ แต่พระเยซูทรงน้อมพระกายลงเอานิ้วพระหัตถ์เขียนที่ดิน เหมือนดั่งว่าพระองค์ไม่ได้ยินพวกเขาเลย
43008007,ยอห์น,8,7,"และเมื่อพวกเขายังทูลถามพระองค์อยู่เรื่อยๆ พระองค์ก็ทรงลุกขึ้นและตรัสกับเขาว่า ""ผู้ใดในพวกท่านที่ไม่มีบาป ก็ให้ผู้นั้นเอาหินขว้างเขาก่อน"""
43008008,ยอห์น,8,8,แล้วพระองค์ก็ทรงน้อมพระกายลงและเอานิ้วพระหัตถ์เขียนที่ดินอีก
43008009,ยอห์น,8,9,และเมื่อเขาทั้งหลายได้ยินดังนั้น จึงรู้สำนึกโดยใจวินิจฉัยผิดชอบ เขาทั้งหลายจึงออกไปทีละคนๆ เริ่มจากคนเฒ่าคนแก่จนหมด เหลือแต่พระเยซูตามลำพังกับหญิงที่ยังยืนอยู่ที่นั้น
43008010,ยอห์น,8,10,"เมื่อพระเยซูทรงลุกขึ้นแล้ว และมิได้ทอดพระเนตรเห็นผู้ใด เห็นแต่หญิงผู้นั้น พระองค์ตรัสกับนางว่า ""หญิงเอ๋ย พวกเขาที่ฟ้องเจ้าไปไหนหมด ไม่มีใครเอาโทษเจ้าหรือ"""
43008011,ยอห์น,8,11,"นางนั้นทูลว่า ""พระองค์เจ้าข้า ไม่มีผู้ใดเลย"" และพระเยซูตรัสกับนางว่า ""เราก็ไม่เอาโทษเจ้าเหมือนกัน จงไปเถิด และอย่าทำบาปอีก"""
43008012,ยอห์น,8,12,"อีกครั้งหนึ่งพระเยซูตรัสกับเขาทั้งหลายว่า ""เราเป็นความสว่างของโลก ผู้ที่ตามเรามาจะไม่เดินในความมืด แต่จะมีความสว่างแห่งชีวิต"""
43008013,ยอห์น,8,13,"พวกฟาริสีจึงกล่าวกับพระองค์ว่า ""ท่านเป็นพยานให้แก่ตัวเอง คำพยานของท่านไม่เป็นความจริง"""
43008014,ยอห์น,8,14,"พระเยซูตรัสตอบเขาว่า ""แม้เราเป็นพยานให้แก่ตัวเราเอง คำพยานของเราก็เป็นความจริง เพราะเรารู้ว่าเรามาจากไหนและจะไปที่ไหน แต่พวกท่านไม่รู้ว่าเรามาจากไหนและจะไปที่ไหน"
43008015,ยอห์น,8,15,ท่านทั้งหลายย่อมพิพากษาตามเนื้อหนัง เรามิได้พิพากษาผู้ใด
43008016,ยอห์น,8,16,แต่ถึงแม้ว่าเราจะพิพากษา การพิพากษาของเราก็ถูกต้อง เพราะเรามิได้พิพากษาโดยลำพัง แต่เราพิพากษาร่วมกับพระบิดาผู้ทรงใช้เรามา
43008017,ยอห์น,8,17,ในพระราชบัญญัติของท่านก็มีคำเขียนไว้ว่า `คำพยานของสองคนก็เป็นความจริง'
43008018,ยอห์น,8,18,"เราเป็นพยานให้แก่ตัวเราเองและพระบิดาผู้ทรงใช้เรามาก็เป็นพยานให้แก่เรา"""
43008019,ยอห์น,8,19,"เหตุฉะนั้นเขาจึงทูลพระองค์ว่า ""พระบิดาของท่านอยู่ที่ไหน"" พระเยซูตรัสตอบว่า ""ตัวเราก็ดี พระบิดาของเราก็ดี ท่านทั้งหลายไม่รู้จัก ถ้าท่านรู้จักเรา ท่านก็จะรู้จักพระบิดาของเราด้วย"""
43008020,ยอห์น,8,20,พระเยซูตรัสคำเหล่านี้ที่คลังเงิน เมื่อกำลังทรงสั่งสอนอยู่ในพระวิหาร แต่ไม่มีผู้ใดจับกุมพระองค์ เพราะว่ายังไม่ถึงกำหนดเวลาของพระองค์
43008021,ยอห์น,8,21,"พระเยซูจึงตรัสกับเขาอีกว่า ""เราจะจากไป และท่านทั้งหลายจะแสวงหาเรา และจะตายในการบาปของท่าน ที่ซึ่งเราจะไปนั้นท่านทั้งหลายจะไปไม่ได้"""
43008022,ยอห์น,8,22,"พวกยิวจึงพูดกันว่า ""เขาจะฆ่าตัวตายหรือ เพราะเขาพูดว่า `ที่ซึ่งเราจะไปนั้นท่านทั้งหลายจะไปไม่ได้'"""
43008023,ยอห์น,8,23,"พระองค์ตรัสกับเขาว่า ""ท่านทั้งหลายมาจากเบื้องล่าง เรามาจากเบื้องบน ท่านเป็นของโลกนี้ เราไม่ได้เป็นของโลกนี้"
43008024,ยอห์น,8,24,"เราจึงบอกท่านทั้งหลายว่า ท่านจะตายในการบาปของท่าน เพราะว่าถ้าท่านมิได้เชื่อว่าเราเป็นผู้นั้น ท่านจะต้องตายในการบาปของตัว"""
43008025,ยอห์น,8,25,"เขาจึงถามพระองค์ว่า ""ท่านคือใครเล่า"" พระเยซูตรัสกับเขาว่า ""เราเป็นดังที่เราได้บอกท่านทั้งหลายแต่แรกนั้น"
43008026,ยอห์น,8,26,"เราก็ยังมีเรื่องอีกมากที่จะพูดและพิพากษาท่าน แต่พระองค์ผู้ทรงใช้เรามานั้นทรงเป็นสัตย์จริง และสิ่งที่เราได้ยินจากพระองค์ เรากล่าวแก่โลก"""
43008027,ยอห์น,8,27,เขาทั้งหลายไม่เข้าใจว่าพระองค์ตรัสกับเขาถึงเรื่องพระบิดา
43008028,ยอห์น,8,28,"พระเยซูจึงตรัสกับเขาว่า ""เมื่อท่านทั้งหลายจะได้ยกบุตรมนุษย์ขึ้นไว้แล้ว เมื่อนั้นท่านก็จะรู้ว่าเราคือผู้นั้น และรู้ว่าเรามิได้ทำสิ่งใดตามใจชอบ แต่พระบิดาได้ทรงสอนเราอย่างไร เราจึงกล่าวอย่างนั้น"
43008029,ยอห์น,8,29,"และพระองค์ผู้ทรงใช้เรามาก็ทรงสถิตอยู่กับเรา พระบิดามิได้ทรงทิ้งเราไว้ตามลำพัง เพราะว่าเราทำตามชอบพระทัยพระองค์เสมอ"""
43008030,ยอห์น,8,30,เมื่อพระองค์ตรัสดังนี้ก็มีคนเป็นอันมากเชื่อในพระองค์
